관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
43112-00080,수변공원5,수변공원,,충청북도 청주시 서원구 수곡동 20-1,36.617448,127.492397,10194,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00081,배티공원,근린공원,,충청북도 청주시 서원구 개신동 3-16,36.372534,127.283411,15539,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00082,개신배수지,소공원,,충청북도 청주시 서원구 개신동 10-2,36.373147,127.288491,4033,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00083,개신,소공원,,충청북도 청주시 서원구 개신동 2-48,36.371995,127.286651,110,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00084,제30호소공원,소공원,,충청북도 청주시 서원구 사창동 283,36.6336117,127.4622148,1350,,,,,,2009-08-21,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00085,수변공원7,수변공원,,충청북도 청주시 서원구 사직동 236-6,36.637266,127.482634,6957,,,,,,2011-10-14,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00086,흙내음,어린이공원,,충청북도 청주시 서원구 남이면 가마리 143,36.599197,127.469392,2267,,,,,,2012-11-30,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00087,산남,기타,,충청북도 청주시 서원구 산남동 351,36.615585,127.468055,12494,,,,,,2016-09-02,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00088,원흥이,기타,,충청북도 청주시 서원구 산남동 221-1,36.613344,127.468445,22239,,,,,,2016-09-02,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43114-00001,미덕,어린이공원,,충청북도 청주시 청원구 내덕동 646-4,36.65741935,127.4822518,2025,,,,,,1964-04-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4414,2020-07-16,5710000,충청북도 청주시
43113-00104,164,어린이공원,,충청북도 청주시 흥덕구 문암동 186,36.672169,127.448467,1919,,,,,,2008-08-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00105,97호공원,근린공원,,충청북도 청주시 흥덕구 송절동 348,36.393456,127.271818,17586,,,,,,2008-08-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00106,191호공원,근린공원,,충청북도 청주시 흥덕구 송절동 302,36.394241,127.277221,22483,,,,,,2008-08-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00107,99호공원,근린공원,,충청북도 청주시 흥덕구 송절동 283-1,36.394611,127.271737,12479,,,,,,2008-08-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00108,100호공원,근린공원,,충청북도 청주시 흥덕구 송절동 348,36.393398,127.271802,33962,,,,,,2008-08-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00109,163,어린이공원,,충청북도 청주시 흥덕구 송절동 521,36.668699,127.445266,1979,,,,,,2008-08-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00110,165,어린이공원,,충청북도 청주시 흥덕구 송절동 188,36.673873,127.457076,2310,,,,,,2008-08-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00111,근린공원7(환호공원),근린공원,,충청북도 청주시 흥덕구 오송읍 만수리 499,36.381105,127.203169,33598,,,,,,2008-09-04,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00112,낙원공원(91호),근린공원,,충청북도 청주시 흥덕구 봉명동 193-6,36.64144572,127.4571804,10334,,,,,,2008-09-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00113,푸르미공원(95호),근린공원,,충청북도 청주시 흥덕구 휴암동 335-1,36.371375,127.241894,21334,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00114,제29호소공원,소공원,,충청북도 청주시 흥덕구 복대동230-23,36.637542,127.441211,2561,,,,,,2009-03-13,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00115,호죽1,소공원,,충청북도 청주시 흥덕구 옥산면 호죽리 957,36.413264,127.215826,1375,,,,,,2009-06-05,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00116,옥산공원,근린공원,,충청북도 청주시 흥덕구 옥산면 가락리 산63-3,36.401253,127.225355,12390,,,,,,2009-06-12,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00117,오송,소공원,,충청북도 청주시 흥덕구 강외면 오송리 42,36.362798,127.195151,1434,,,,,,2009-10-30,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
42110-00137,공원,어린이공원,강원도 춘천시 효자동 491-61 일원,강원도 춘천시 효자동 491-61,37.874051,127.732136,1500,,,,,,2012-08-07,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00138,공원,어린이공원,강원도 춘천시 약사동 161-5 일원,강원도 춘천시 약사동 161-5,37.871505,127.722481,2487,,,,,,2013-07-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00139,공원,어린이공원,강원도 춘천시 효자동 591-41 일원,강원도 춘천시 효자동 591-41,37.871033,127.721532,3155,,,,,,2013-07-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00142,공원,어린이공원,강원도 춘천시 동내면 학곡리 산13-3 일원,강원도 춘천시 동내면 학곡리 산13-3,37.838862,127.756164,6787,,,,,,2014-04-04,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00143,역사공원,역사공원,강원도 춘천시 소양로2가 162-2 일원,강원도 춘천시 소양로2가 162-2,37.885201,127.724521,4306,,,,,,2011-08-26,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00144,의암체육공원,체육공원,강원도 춘천시 송암동 산51 일원,강원도 춘천시 송암동 산 51,37.851831,127.693209,1634452,,,,,,2008-07-25,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00145,동내체육공원,체육공원,강원도 춘천시 동내면 거두리 산1 일원,강원도 춘천시 동내면 거두리 산 1,37.854343,127.807279,53750,,,,,,2009-12-18,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00146,손흥민체육공원,체육공원,강원도 춘천시 동면 감정리 736 일원,강원도 춘천시 동면 감정리 산185,37.901609,127.778379,70947,,,,,,2016-06-03,강원도 춘천시,033-250-3152,2022-01-18,4180000,강원도 춘천시
42110-00147,공원,어린이공원,강원도 춘천시 온의동 596,강원도 춘천시 온의동 산596,37.867331,127.710923,2535,,,,,,2021-06-11,강원도 춘천시,033-250-3152,2022-01-18,4180000,강원도 춘천시
11530-00001,미래사랑어린이공원,어린이공원,,서울특별시 구로구 신도림동 314-2,37.50984705,126.8890762,5870,체력단련시설 5점,조합놀이 1기,,,,2004-02-16,서울특별시 구로구청,02-860-3090,2022-01-31,3160000,서울특별시 구로구
11530-00002,대성디큐브시티문화공원,문화공원,,서울특별시 구로구 신도림동 692-1,37.50923794,126.8902377,3322,,,,,,2006-05-04,서울특별시 구로구청,02-860-3086,2022-01-31,3160000,서울특별시 구로구
11530-00003,신도림어린이공원,어린이공원,,서울특별시 구로구 신도림동 646-1,37.51070916,126.8883753,2292,체력단련시설 6점,모래밭 1기,,,,2000-04-07,서울특별시 구로구청,02-860-3090,2022-01-31,3160000,서울특별시 구로구
11530-00005,희망어린이공원,어린이공원,,서울특별시 구로구 구로동 745-74,37.48703809,126.886243,911,체력단련시설 3점,"그네 1기, 조합놀이 1기",,,,1965-07-08,서울특별시 구로구청,02-860-3090,2022-01-31,3160000,서울특별시 구로구
11530-00006,꿈마을어린이공원,어린이공원,,서울특별시 구로구 구로동 777-1,37.487173,126.8901545,1609,체력단련시설 6점,"모래밭 1기, 시소1기, 조합놀이 1기",,,,1970-03-18,서울특별시 구로구청,02-860-3090,2022-01-31,3160000,서울특별시 구로구
11530-00007,구로리어린이공원,어린이공원,,서울특별시 구로구 구로동 139-82,37.4904165,126.891578,7782,체력단련시설 9점,"그네 1기, 모래밭 1기, 시소 2기, 조합놀이 1기",,,,1977-11-19,서울특별시 구로구청,02-860-3090,2022-01-31,3160000,서울특별시 구로구
11530-00008,솔길어린이공원,어린이공원,,서울특별시 구로구 구로동 391-1,37.48918401,126.8804792,1999,체력단련시설 5점,"그네 1기, 모래밭 1기, 조합놀이 2기",,,,1981-03-10,서울특별시 구로구청,02-860-3090,2022-01-31,3160000,서울특별시 구로구
42110-00111,느티나무공원,어린이공원,강원도 춘천시 칠전동 537-1,강원도 춘천시 칠전동 537-1번지,37.848951,127.742437,1857,,,,,,1998-12-21,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00112,솔밭공원,어린이공원,강원도 춘천시 칠전동 619-1,강원도 춘천시 칠전동 619-1번지,37.851394,127.743129,1560,,,,,,1998-12-21,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00113,철길따라공원,어린이공원,강원도 춘천시 퇴계동 981,강원도 춘천시 퇴계동 981번지,37.850881,127.745774,1500,,,,,,1997-05-28,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00114,스무숲송화공원,어린이공원,강원도 춘천시 석사동 867,강원도 춘천시 석사동 867번지,37.852739,127.740883,2883,,,,,,1998-10-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00115,스무숲솔바람공원,어린이공원,강원도 춘천시 석사동 874,강원도 춘천시 석사동 874번지,37.849395,127.749074,1961,,,,,,1998-10-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00116,스무숲공원,어린이공원,강원도 춘천시 퇴계동 1022,강원도 춘천시 퇴계동 1022번지,37.875716,127.746591,2859,,,,,,1998-10-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00117,스무숲솔빛공원,어린이공원,강원도 춘천시 석사동 894,강원도 춘천시 석사동 894번지,37.866918,127.729884,2000,,,,,,1998-10-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00118,대룡공원,어린이공원,강원도 춘천시 퇴계동 1037,강원도 춘천시 퇴계동 1037번지,37.854272,127.751619,1994,,,,,,1998-10-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00119,스무숲햇살공원,어린이공원,강원도 춘천시 석사동 938,강원도 춘천시 석사동 938번지,37.851782,127.754717,2085,,,,,,1998-10-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00120,중앙공원,어린이공원,강원도 춘천시 퇴계동 1044,강원도 춘천시 퇴계동 1044번지,37.892183,127.721496,1553,,,,,,2000-05-24,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00121,한들공원,어린이공원,강원도 춘천시 퇴계동 1056,강원도 춘천시 퇴계동 1056,37.862969,127.732149,1630,,,,,,2000-06-17,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00122,너나공원,어린이공원,강원도 춘천시 동내면 거두리 931-2,강원도 춘천시 동내면 거두리 931-2번지,37.862596,127.733925,2607,,,,,,2000-01-10,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00123,동내대룡공원,어린이공원,강원도 춘천시 동내면 거두리 993,강원도 춘천시 동내면 거두리 993번지,37.854912,127.755876,6238,,,,,,2000-01-10,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00124,공원(풍물시장),어린이공원,강원도 춘천시 온의동 6-23,강원도 춘천시 온의동 6-23번지,37.858288,127.756555,4397,,,,,,2009-04-03,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00125,못밖공원,어린이공원,강원도 춘천시 동내면 거두리 1015,강원도 춘천시 거두리 1015번지,37.896889,127.752691,3717,,,,,,2006-07-14,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00126,가마바위공원,어린이공원,강원도 춘천시 동내면 거두리 1092,강원도 춘천시 동내면 거두리 1092번지,37.896889,127.752691,2381,,,,,,2006-07-14,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00127,푸른숲공원,어린이공원,강원도 춘천시 동면 장학리 992,강원도 춘천시 동면 장학리 992번지,37.904782,127.742147,1500,,,,,,2007-01-02,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00128,후평어린이공원,어린이공원,강원도 춘천시 후평동 913,강원도 춘천시 후평동 61-3번지,37.863159,127.747851,4517,,,,,,2008-02-16,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00129,온누리공원,어린이공원,강원도 춘천시 온의동 6-32,강원도 춘천시 온의동 6-32번지,37.863123,127.716102,2107,,,,,,2009-04-03,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00130,공원,어린이공원,강원도 춘천시 우두동 1109,강원도 춘천시 우두동 1019 전,37.522648,127.435521,7544,,,,,,2011-12-30,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00131,공원,어린이공원,강원도 춘천시 퇴계동 1173-2,강원도 춘천시 퇴계동 1173-2번지,37.522648,127.435521,1556,,,,,,2013-02-08,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00132,공원,어린이공원,강원도 춘천시 소양로2가 180-11 일원,강원도 춘천시 소양로2가 180-10번지,37.522648,127.435521,2062,,,,,,2011-08-26,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00133,공원,어린이공원,강원도 춘천시 소양로2가 93-67,강원도 춘천시 소양로2가 93-67,37.886627,127.726618,2725,,,,,,2011-08-26,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00135,공원,어린이공원,강원도 춘천시 소양로4가 40-19 일원,강원도 춘천시 소양로4가 40,37.877558,127.720363,2922,,,,,,2011-08-26,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
42110-00136,공원,어린이공원,강원도 춘천시 근화동 231-53 일원,강원도 춘천시 소양로4가 48,37.877479,127.719495,5180,,,,,,2011-08-26,강원도 춘천시,033-250-3151,2022-01-18,4180000,강원도 춘천시
43113-00089,조롱박,어린이공원,,충청북도 청주시 흥덕구 옥산면 오산리 171-4,36.666624,127.367721,1670,,,,,,2004-03-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00090,우주,어린이공원,,충청북도 청주시 흥덕구 옥산면 오산리 215-10,36.66421748,127.3742502,2140,,,,,,2004-03-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00091,미리내,어린이공원,,충청북도 청주시 흥덕구 옥산면 오산리 589-11,36.657504,127.369218,1530,,,,,,2004-03-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00092,옥산,어린이공원,,충청북도 청주시 흥덕구 옥산면 가락리 산65-3,36.6716097,127.3832059,5234,,,,,,2004-03-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00093,강서공원(76호),기타,,충청북도 청주시 흥덕구 강서동 457,36.372741,127.254946,9872.9,,,,,,2004-12-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00094,송골공원(77호),근린공원,,충청북도 청주시 흥덕구 가경동 2067,36.620158,127.431985,18642.7,,,,,,2004-12-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00095,서현공원(78호),근린공원,,충청북도 청주시 흥덕구 가경동 1804,36.364746,127.254824,18754.6,,,,,,2004-12-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00096,자동차,어린이공원,,충청북도 청주시 흥덕구 가경동 1760,36.612325,127.427612,1542,,,,,,2004-12-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00097,서현,어린이공원,,충청북도 청주시 흥덕구 가경동 1924,36.619849,127.429041,1500,,,,,,2004-12-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00098,바이올린,어린이공원,,충청북도 청주시 흥덕구 가경동 1763,36.618998,127.425615,1516,,,,,,2004-12-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00099,홍골공원(94호),근린공원,,충청북도 청주시 흥덕구 가경동 산91-7,36.612533,127.434011,202924,,,,,,2004-12-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00100,흥덕로공원,근린공원,,충청북도 청주시 흥덕구 복대동 288-59,36.642611,127.434592,14007.7,,,,,,2006-06-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00101,하복대공원,근린공원,,충청북도 청주시 흥덕구 복대동 288-11,36.6400675,127.4264265,31782.9,,,,,,2006-06-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00102,대농,어린이공원,,충청북도 청주시 흥덕구 복대동 288-58,36.644144,127.428946,3033,,,,,,2007-08-10,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00103,대농공원,근린공원,,충청북도 청주시 흥덕구 송정동 294-21,36.382481,127.268451,39661.2,,,,,,2007-09-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43112-00066,135,어린이공원,,충청북도 청주시 서원구 사직동 241-6,36.64293332,127.4776618,6960,,,,,,2008-09-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00067,136,어린이공원,,충청북도 청주시 서원구 사직동 263-20,36.63800487,127.477931,3835,,,,,,2008-09-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00068,142,어린이공원,,충청북도 청주시 서원구 사직동 625-16,36.63110668,127.476815,2509,,,,,,2008-09-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00069,143,어린이공원,,충청북도 청주시 서원구 사직동 731-13,36.63078341,127.480127,2490,,,,,,2008-09-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00070,144,어린이공원,,충청북도 청주시 서원구 사직동 631-179,36.629261,127.469132,2013,,,,,,2008-09-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00071,제33호소공원,소공원,,충청북도 청주시 서원구 사직동 817,36.638378,127.474093,3000,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00072,수변공원1,수변공원,,충청북도 청주시 서원구 사직동 205-16,36.64271016,127.4820573,3778,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00073,수변공원2,수변공원,,충청북도 청주시 서원구 사직동 217-2,36.640757,127.4823449,2625,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00074,수변공원3,수변공원,,충청북도 청주시 서원구 사직동 227-6,36.638829,127.482498,3426,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00075,모충,소공원,,충청북도 청주시 서원구 모충동 83-1,36.371201,127.293641,838,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00076,남들,소공원,,충청북도 청주시 서원구 모충동 399-3,36.372734,127.284518,261,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00077,수곡,소공원,,충청북도 청주시 서원구 수곡동 156-4,36.365638,127.285966,93,,,,,,2008-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00048,사리골,어린이공원,,충청북도 청주시 서원구 성화동 636,36.612296,127.453972,2169,,,,,,2003-12-05,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00049,해너미,어린이공원,,충청북도 청주시 서원구 산남동 995,36.608182,127.466834,1675,,,,,,2003-12-31,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00050,솔빛,어린이공원,,충청북도 청주시 서원구 산남동 674,36.611482,127.461442,1681,,,,,,2003-12-31,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00051,개구리,어린이공원,,충청북도 청주시 서원구 산남동 639,36.612352,127.468627,1532,,,,,,2003-12-31,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00052,산남공원(79호),근린공원,,충청북도 청주시 서원구 산남동 367,36.368661,127.284194,26347,,,,,,2003-12-31,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00053,탑골,어린이공원,,충청북도 청주시 서원구 산남동 864,36.609625,127.468463,1832.3,,,,,,2003-12-31,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00054,해오름,어린이공원,,충청북도 청주시 서원구 현도면 매봉리 142,36.476021,127.425206,1500,,,,,,2005-06-03,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00055,성화갓골(97호),근린공원,,충청북도 청주시 서원구 성화동 937,36.363539,127.271411,97049,,,,,,2006-01-06,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00056,성화 다안채,어린이공원,,충청북도 청주시 서원구 성화동 1036,36.612551,127.452165,1784,,,,,,2006-01-06,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00057,호반,어린이공원,,충청북도 청주시 서원구 성화동 938,36.614311,127.449511,1500.1,,,,,,2006-01-06,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00058,50호소공원,소공원,,충청북도 청주시 서원구 현도면 선동리 206,36.291241,127.254964,1222,,,,,,2006-12-29,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00059,51호소공원,소공원,,충청북도 청주시 서원구 현도면 선동리 487,36.285915,127.253664,913,,,,,,2006-12-29,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00060,49호소공원,소공원,,충청북도 청주시 서원구 현도면 시목리 295-1,36.292431,127.245369,1881,,,,,,2006-12-29,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00061,52호소공원,소공원,,충청북도 청주시 서원구 현도면 양지리 253-2,36.272593,127.245434,1293,,,,,,2006-12-29,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00062,53호소공원,소공원,,충청북도 청주시 서원구 현도면 양지리 334,36.271781,127.245189,823,,,,,,2006-12-29,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00063,54호소공원,소공원,,충청북도 청주시 서원구 현도면 노산리 818-1,36.272353,127.263781,883,,,,,,2007-08-03,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00064,55호소공원,소공원,,충청북도 청주시 서원구 현도면 노산리 산53,36.45926437,127.4465031,1224,,,,,,2007-08-03,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00065,호국공원(92호),근린공원,,충청북도 청주시 서원구 사직동 639-13,36.63050528,127.4739715,7130,,,,,,2008-09-19,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4414,2020-07-16,5710000,충청북도 청주시
43113-00081,근린공원6(봉산공원),근린공원,,충청북도 청주시 흥덕구 오송읍 만수리 553,36.632238,127.320953,10053,,,,,,2003-04-18,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00082,돌다리,어린이공원,,충청북도 청주시 흥덕구 오송읍 연제리 730,36.628431,127.327042,2130,,,,,,2003-04-18,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00083,장작골공원(근린공원1),근린공원,,충청북도 청주시 흥덕구 오송읍 연제리 621,36.383169,127.195497,11612,,,,,,2003-04-18,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00084,근린공원2(쌍청공원),근린공원,,충청북도 청주시 흥덕구 오송읍 연제리 641,36.634557,127.325587,142776,,,,,,2003-04-18,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00085,근린공원3(연제공원),근린공원,,충청북도 청주시 흥덕구 오송읍 연제리 630,36.381932,127.192471,111339,,,,,,2003-04-18,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00086,근린공원4(오송호수공원),근린공원,,충청북도 청주시 흥덕구 오송읍 연제리 883,36.63211823,127.3251296,102103,,,,,,2003-04-18,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00087,동양촌공원(69호),근린공원,,충청북도 청주시 흥덕구 비하동 177-6,36.373597,127.253138,21378,,,,,,2003-12-26,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
